alpha,beta,T,years,error_alpha,error_beta,scalar,min_value,GoF_alpha,GoF_beta
0.0001911768204630181,0.01522971640837446,,,-2.2490106545092204e-06,0.0005034461881010532,,,0.9775098934549113,0.9993055914646882
1.2136670419545048,0.018427899822003622,,,-0.01736556995582447,-0.031897161906001004,,,0.971055271404621,0.9560039146124124
0.41356161208738,0.01428824029208751,,,-0.0010797613392945493,-0.003265084587719902,,,0.9954836743562258,0.9961013915370509
0.4908544674164182,0.015648616752319922,,,0.0020350833567137983,0.023501221970458452,,,0.9929696138775165,0.9737049264666199
0.0719171458718111,2.6472338868084972,,,-0.0006987628750493258,-0.0024325796406162725,,,0.9848883853097076,0.9968862980600112
0.692472283391404,2.915739097080018,,,-0.00014258615348822446,0.0012607710707948083,,,0.9996792667926762,0.9983862130293827
0.8463901710950593,0.8220463841746067,,,-0.0016231109790069808,-0.0006443863171506914,,,0.9962018663450615,0.9989479407066928
0.22346752178548432,0.0027928573963374105,,,-0.0018097853285168953,-0.006791838284547658,,,0.9823177954455992,0.9877899536457571
0.5316571394927854,0.03650992698240632,,,-0.007199486194704576,-0.009877757231949613,,,0.9809495569872345,0.9896023608084741
0.38438255966158535,0.000989433158163962,,,0.004093690429671568,0.00504056573293965,,,0.9779031036453263,0.9917705049258129
0.39664293997089006,0.0004454648775780693,,,0.004379651497699086,0.012514979305253693,,,0.9653788090682709,0.9677032792122485
0.6414543673384,0.0008679855747961543,,,-0.011536210504069402,-0.01982767359336418,,,0.9526881036417807,0.9603446528132716
0.46657301746646734,0.0033628639097062324,,,-0.0021508556507310317,0.0022007121318201595,,,0.9915490647628559,0.9967092155038203
0.4704955378699065,0.016673008296773765,,,0.0012954571271064452,-0.020489935776521362,,,0.9955607930482101,0.9770741977325635
0.00019302763951053613,0.009751979343787319,,,4.942518316752853e-07,0.0019888517369550662,,,0.9950574816832479,0.9970260160942728
0.4848411948595401,0.07785744888937822,,,0.0026846470923945274,0.004846053788170046,,,0.9916325023340354,0.9942136671186029
0.7889425841006856,0.0003011381620799118,,,-0.0012554440508392873,-0.005027525078644901,,,0.9974626438034924,0.9935647678993346
0.6617302088371957,0.001085928282877599,,,-0.0031106780905968633,0.003725231425685649,,,0.9884190218718978,0.9925495371486287
0.6343040214715863,0.013541662036565294,,,-0.0011087471376600888,0.0013971722739772319,,,0.9957688668076694,0.9972056554520455
0.4094125925398111,0.004708845725956894,,,0.0025786896194662746,-0.0030922773101734746,,,0.987780523895794,0.9949513839833902
0.00031100434325511837,1.5078350021191884,,,-5.539242602026207e-07,-0.003314072743451968,,,0.9944607573979727,0.9914475542104465
0.0003067559136067583,0.0010464467652298373,,,2.8105238922293552e-06,0.009995908788803798,,,0.9718947610777109,0.974204106351474
0.0024270663494119203,0.006008728291498973,,,8.057983031761751e-07,0.00013945670810816546,,,0.9919420169682367,0.9972108658378367
0.0002738762272102197,0.0029912294153670417,,,-2.498178033860654e-06,-0.00937587821041358,,,0.9750182196613885,0.978871260370899
0.041165417379858536,0.0014561013179283258,,,-0.0005206719753109468,-0.006874763618764823,,,0.9721533247941841,0.9876408743932318
0.9688313536634858,0.393897685379156,,,-0.0012469299304591174,0.0008982874825251841,,,0.9976718248325925,0.9986567663812708
0.32916924475540277,0.0013184234275233453,,,-0.0008882655601865253,-0.0018232836625587945,,,0.9960431372739053,0.9979599623355986
0.18054233357444294,0.007060837001192325,,,0.0011274171189462833,0.004428908891984551,,,0.9877739892822673,0.9927691283396171
0.6889736477389405,0.00011969117426759134,,,-0.00027254983228175433,0.0037537831832574753,,,0.9994145457260059,0.9957999628718798
0.22325630679524813,0.002027446119145362,,,-0.0017884509064902332,-0.0044424140911816234,,,0.9704104670601953,0.9865889385926593
0.15762046832620358,0.041613255538507074,,,0.0059875708441886385,0.018987043950606575,,,0.9207256331987157,0.9658659884034039
0.3048748123440269,0.04141725226703541,,,-0.003063030818133292,-0.002232598320801693,,,0.9806140151931271,0.9966615352212311
0.8867220878213858,0.0009421124614569467,,,0.0006423120695089324,-0.0018018763331931198,,,0.9960359573054933,0.99176285104826
0.6587306467534304,0.0002003146916479196,,,0.005044032856776966,0.011010151111607525,,,0.9889102770904487,0.9876809498051944
0.00021427330670448244,0.0018986388502336296,,,1.3742823903584167e-06,0.0001961577529253633,,,0.9862571760964131,0.9996473568486735
0.4677447406010449,1.5931301036703773,,,-0.0006849828676775615,0.00031707997552216094,,,0.9960173641706953,0.9992854535762881
1.0904013918266826,7.14966412073873e-05,,,-0.0015858781013365331,0.0018542885449743252,,,0.9954287600489443,0.9952147392387759
0.2970954643486691,1.488104742996445,,,0.0016099212962775056,0.0004553661950831289,,,0.9883281671229901,0.9991813641436708
0.5577916404039388,0.0010068903512493968,,,-0.004493818912642666,-0.016514956286295734,,,0.9869963666781835,0.9826158354881097
0.3377428929192577,0.0009177738360299362,,,0.003687151594482714,0.01797966486139768,,,0.9826729388409654,0.9810740369880024
1.5087954697834824,0.10891117309298363,,,-0.002399647503385154,-0.0008091553108656724,,,0.9968019823520978,0.998790048133285
0.1530955897431368,0.8274290737263272,,,-0.00012489564379745133,0.008422231703188232,,,0.9987065429769895,0.989219543419919
0.3284293349261689,1.2334088072431908,,,-0.0026017343117000634,-0.012498114447724307,,,0.9878548908808809,0.9850768782713739
0.3658627064104785,1.0038193888477542,,,-0.002596253031038813,-0.010066936020201811,,,0.990337795002036,0.9894032252418928
0.15965885420922593,0.0570773968812772,,,-0.0015407428863771244,-0.014360956732148211,,,0.9843553882919016,0.9816179753828503
0.7744625261861995,0.0010093709086790698,,,-0.004200766894536514,-0.007600069886262495,,,0.9891205082983517,0.9875917226346734
2.331745104309096,0.42130449313935475,,,-0.004363195526449459,-0.0046849380981831,,,0.9931645292801203,0.9858567906469944
0.9046819726965037,0.011439344028045674,,,0.0009847379489312403,-0.010119992703960357,,,0.9981944806278276,0.9886769312403241
0.0011420074034135912,0.0025031856063444913,,,-1.3531570542113513e-06,0.0002016102454733132,,,0.9864684294578838,0.99810249180731
0.6806580915082462,0.01158411789174155,,,-0.008759130570352767,-0.003287283401692487,,,0.9788821385716241,0.996539701682429
0.0001893428082144611,0.056659937639454414,,,1.437601185045878e-06,0.011554040264570409,,,0.9856239881495383,0.9827229304455022
0.0001917780747945729,0.08483199878802719,,,-2.0527847206608387e-06,-0.006276087706369671,,,0.9794721527933875,0.9906151959530921
1.06627408958751,0.0007659620287625625,,,0.012280289865347243,0.0024074921688911344,,,0.9786206155651953,0.9969184100238193
1.5997227230543538,0.0005762167537604344,,,-0.006102264143366085,-0.02414944327872004,,,0.9893642404064058,0.9666904230638345
0.9474675020687905,0.0009413379381740516,,,-0.00021459905606654672,0.0022031737662706607,,,0.9995852175864811,0.9973693447566917
0.45274380711629497,0.0004343060171322136,,,0.0026336557672784265,-0.00027033297860984407,,,0.9854024044524794,0.9994593340427803
0.0003105230340116536,1.288655758366045,,,-2.8651906312404664e-07,-0.002223358364130179,,,0.997134809368759,0.994262300995793
